,State,District,Year,Quartar,Registered_Users,App_Open_Count
453,Arunachal Pradesh,Changlang,2018,3,2889,0
454,Arunachal Pradesh,Pakke Kessang,2018,3,103,0
455,Arunachal Pradesh,East Siang,2018,3,3590,0
456,Arunachal Pradesh,Upper Subansiri,2018,3,1169,0
457,Arunachal Pradesh,Tawang,2018,3,3112,0
458,Arunachal Pradesh,Namsai,2018,3,1862,0
459,Arunachal Pradesh,Lower Subansiri,2018,4,1459,0
460,Arunachal Pradesh,Tirap,2018,4,1684,0
461,Arunachal Pradesh,Papum Pare,2018,4,21342,0
462,Arunachal Pradesh,Anjaw,2018,4,744,0
463,Arunachal Pradesh,Lower Siang,2018,4,936,0
464,Arunachal Pradesh,Dibang Valley,2018,4,178,0
465,Arunachal Pradesh,West Kameng,2018,4,6492,0
466,Arunachal Pradesh,Shi Yomi,2018,4,144,0
467,Arunachal Pradesh,East Kameng,2018,4,691,0
468,Arunachal Pradesh,Lohit,2018,4,3588,0
469,Arunachal Pradesh,Lepa Rada,2018,4,548,0
470,Arunachal Pradesh,Lower Dibang Valley,2018,4,1827,0
471,Arunachal Pradesh,Longding,2018,4,923,0
472,Arunachal Pradesh,West Siang,2018,4,2117,0
473,Arunachal Pradesh,Kamle,2018,4,109,0
474,Arunachal Pradesh,Upper Siang,2018,4,868,0
475,Arunachal Pradesh,Kurung Kumey,2018,4,321,0
476,Arunachal Pradesh,Siang,2018,4,483,0
477,Arunachal Pradesh,Kra Daadi,2018,4,255,0
478,Arunachal Pradesh,Changlang,2018,4,4036,0
479,Arunachal Pradesh,Pakke Kessang,2018,4,138,0
480,Arunachal Pradesh,East Siang,2018,4,4813,0
481,Arunachal Pradesh,Upper Subansiri,2018,4,1576,0
482,Arunachal Pradesh,Tawang,2018,4,4085,0
483,Arunachal Pradesh,Namsai,2018,4,2495,0
484,Arunachal Pradesh,Lower Subansiri,2019,1,1879,0
485,Arunachal Pradesh,Tirap,2019,1,2082,0
486,Arunachal Pradesh,Papum Pare,2019,1,26298,0
487,Arunachal Pradesh,Anjaw,2019,1,934,0
488,Arunachal Pradesh,Lower Siang,2019,1,1123,0
489,Arunachal Pradesh,Dibang Valley,2019,1,211,0
490,Arunachal Pradesh,West Kameng,2019,1,8115,0
491,Arunachal Pradesh,Shi Yomi,2019,1,186,0
492,Arunachal Pradesh,East Kameng,2019,1,876,0
493,Arunachal Pradesh,Lohit,2019,1,4416,0
494,Arunachal Pradesh,Lepa Rada,2019,1,710,0
495,Arunachal Pradesh,Lower Dibang Valley,2019,1,2314,0
496,Arunachal Pradesh,Longding,2019,1,1152,0
497,Arunachal Pradesh,West Siang,2019,1,2656,0
498,Arunachal Pradesh,Kamle,2019,1,141,0
499,Arunachal Pradesh,Upper Siang,2019,1,1125,0
500,Arunachal Pradesh,Kurung Kumey,2019,1,385,0
501,Arunachal Pradesh,Siang,2019,1,651,0
502,Arunachal Pradesh,Kra Daadi,2019,1,350,0
503,Arunachal Pradesh,Changlang,2019,1,5210,0
504,Arunachal Pradesh,Pakke Kessang,2019,1,162,0
505,Arunachal Pradesh,East Siang,2019,1,5899,0
506,Arunachal Pradesh,Upper Subansiri,2019,1,1906,0
507,Arunachal Pradesh,Tawang,2019,1,5023,0
508,Arunachal Pradesh,Namsai,2019,1,3153,0
509,Arunachal Pradesh,Lower Subansiri,2019,2,2463,11644
510,Arunachal Pradesh,Tirap,2019,2,2697,12779
511,Arunachal Pradesh,Papum Pare,2019,2,32800,163673
512,Arunachal Pradesh,Anjaw,2019,2,1175,4993
513,Arunachal Pradesh,Lower Siang,2019,2,1457,7737
514,Arunachal Pradesh,Dibang Valley,2019,2,241,258
515,Arunachal Pradesh,West Kameng,2019,2,9782,73944
516,Arunachal Pradesh,Shi Yomi,2019,2,225,24
517,Arunachal Pradesh,East Kameng,2019,2,1075,4146
518,Arunachal Pradesh,Lohit,2019,2,5485,32550
519,Arunachal Pradesh,Lepa Rada,2019,2,903,4196
520,Arunachal Pradesh,Lower Dibang Valley,2019,2,2842,12669
521,Arunachal Pradesh,Longding,2019,2,1420,13256
522,Arunachal Pradesh,West Siang,2019,2,3393,15972
523,Arunachal Pradesh,Kamle,2019,2,212,972
524,Arunachal Pradesh,Upper Siang,2019,2,1372,2710
525,Arunachal Pradesh,Kurung Kumey,2019,2,481,2171
526,Arunachal Pradesh,Siang,2019,2,831,3209
527,Arunachal Pradesh,Kra Daadi,2019,2,440,2639
528,Arunachal Pradesh,Changlang,2019,2,6884,37725
529,Arunachal Pradesh,Pakke Kessang,2019,2,211,1237
530,Arunachal Pradesh,East Siang,2019,2,7319,34596
531,Arunachal Pradesh,Upper Subansiri,2019,2,2355,9043
532,Arunachal Pradesh,Tawang,2019,2,5908,32103
533,Arunachal Pradesh,Namsai,2019,2,3914,18627
534,Arunachal Pradesh,Lower Subansiri,2019,3,2928,42877
535,Arunachal Pradesh,Tirap,2019,3,3099,49222
536,Arunachal Pradesh,Papum Pare,2019,3,38845,582435
537,Arunachal Pradesh,Anjaw,2019,3,1358,19509
538,Arunachal Pradesh,Lower Siang,2019,3,1689,25736
539,Arunachal Pradesh,Dibang Valley,2019,3,271,1436
540,Arunachal Pradesh,West Kameng,2019,3,11186,260068
541,Arunachal Pradesh,Shi Yomi,2019,3,239,158
542,Arunachal Pradesh,East Kameng,2019,3,1304,19974
543,Arunachal Pradesh,Lohit,2019,3,6421,112322
544,Arunachal Pradesh,Lepa Rada,2019,3,1064,13695
545,Arunachal Pradesh,Lower Dibang Valley,2019,3,3398,43057
546,Arunachal Pradesh,Longding,2019,3,1634,46571
547,Arunachal Pradesh,West Siang,2019,3,4101,64241
548,Arunachal Pradesh,Kamle,2019,3,258,3686
549,Arunachal Pradesh,Upper Siang,2019,3,1486,8960
550,Arunachal Pradesh,Kurung Kumey,2019,3,572,8396
551,Arunachal Pradesh,Siang,2019,3,948,13437
552,Arunachal Pradesh,Kra Daadi,2019,3,524,11363
553,Arunachal Pradesh,Changlang,2019,3,8145,139098
554,Arunachal Pradesh,Pakke Kessang,2019,3,244,5099
555,Arunachal Pradesh,East Siang,2019,3,8571,118071
556,Arunachal Pradesh,Upper Subansiri,2019,3,2748,35114
557,Arunachal Pradesh,Tawang,2019,3,6553,114907
558,Arunachal Pradesh,Namsai,2019,3,4563,72268
559,Arunachal Pradesh,Lower Subansiri,2019,4,3564,53396
560,Arunachal Pradesh,Tirap,2019,4,3605,67097
561,Arunachal Pradesh,Papum Pare,2019,4,44746,670934
562,Arunachal Pradesh,Anjaw,2019,4,1564,23729
563,Arunachal Pradesh,Lower Siang,2019,4,1921,28156
564,Arunachal Pradesh,Dibang Valley,2019,4,289,1738
565,Arunachal Pradesh,West Kameng,2019,4,12562,313584
566,Arunachal Pradesh,Shi Yomi,2019,4,266,880
567,Arunachal Pradesh,East Kameng,2019,4,1623,27850
568,Arunachal Pradesh,Lohit,2019,4,7386,129353
569,Arunachal Pradesh,Lepa Rada,2019,4,1263,20798
570,Arunachal Pradesh,Lower Dibang Valley,2019,4,3944,50034
571,Arunachal Pradesh,Longding,2019,4,1847,48945
572,Arunachal Pradesh,West Siang,2019,4,4773,70790
573,Arunachal Pradesh,Kamle,2019,4,323,5098
574,Arunachal Pradesh,Upper Siang,2019,4,1804,26060
575,Arunachal Pradesh,Kurung Kumey,2019,4,653,7904
576,Arunachal Pradesh,Siang,2019,4,1131,19220
577,Arunachal Pradesh,Kra Daadi,2019,4,603,13700
578,Arunachal Pradesh,Changlang,2019,4,9662,152680
579,Arunachal Pradesh,Pakke Kessang,2019,4,296,5981
580,Arunachal Pradesh,East Siang,2019,4,9859,132534
581,Arunachal Pradesh,Upper Subansiri,2019,4,3144,42354
582,Arunachal Pradesh,Tawang,2019,4,7303,139898
583,Arunachal Pradesh,Namsai,2019,4,5190,87627
584,Arunachal Pradesh,Lower Subansiri,2020,1,4351,72887
585,Arunachal Pradesh,Tirap,2020,1,4261,76554
586,Arunachal Pradesh,Papum Pare,2020,1,51342,819599
587,Arunachal Pradesh,Anjaw,2020,1,1747,25453
588,Arunachal Pradesh,Lower Siang,2020,1,2201,35216
589,Arunachal Pradesh,Dibang Valley,2020,1,320,2195
590,Arunachal Pradesh,West Kameng,2020,1,13983,332479
591,Arunachal Pradesh,Shi Yomi,2020,1,290,989
592,Arunachal Pradesh,East Kameng,2020,1,1962,37103
593,Arunachal Pradesh,Lohit,2020,1,8454,159158
594,Arunachal Pradesh,Lepa Rada,2020,1,1532,28280
595,Arunachal Pradesh,Lower Dibang Valley,2020,1,4650,71091
596,Arunachal Pradesh,Longding,2020,1,2201,58817
597,Arunachal Pradesh,West Siang,2020,1,5757,97255
598,Arunachal Pradesh,Kamle,2020,1,373,7135
599,Arunachal Pradesh,Upper Siang,2020,1,2143,37600
600,Arunachal Pradesh,Kurung Kumey,2020,1,725,11471
601,Arunachal Pradesh,Siang,2020,1,1390,24530
602,Arunachal Pradesh,Kra Daadi,2020,1,701,16770
603,Arunachal Pradesh,Changlang,2020,1,11262,201632
604,Arunachal Pradesh,Pakke Kessang,2020,1,371,9758
605,Arunachal Pradesh,East Siang,2020,1,11298,167166
606,Arunachal Pradesh,Upper Subansiri,2020,1,3675,56522
607,Arunachal Pradesh,Tawang,2020,1,8048,138728
608,Arunachal Pradesh,Namsai,2020,1,6029,109933
609,Arunachal Pradesh,Lower Subansiri,2020,2,5392,108893
610,Arunachal Pradesh,Tirap,2020,2,5239,114770
611,Arunachal Pradesh,Papum Pare,2020,2,59968,932769
612,Arunachal Pradesh,Anjaw,2020,2,1961,34903
613,Arunachal Pradesh,Lower Siang,2020,2,2644,48738
614,Arunachal Pradesh,Dibang Valley,2020,2,367,4076
615,Arunachal Pradesh,West Kameng,2020,2,15766,394250
616,Arunachal Pradesh,Shi Yomi,2020,2,320,1597
617,Arunachal Pradesh,East Kameng,2020,2,2506,53112
618,Arunachal Pradesh,Lohit,2020,2,10154,219948
619,Arunachal Pradesh,Lepa Rada,2020,2,1890,38098
620,Arunachal Pradesh,Lower Dibang Valley,2020,2,5782,110670
621,Arunachal Pradesh,Longding,2020,2,2751,86086
622,Arunachal Pradesh,West Siang,2020,2,7239,147515
623,Arunachal Pradesh,Kamle,2020,2,509,11566
624,Arunachal Pradesh,Upper Siang,2020,2,2552,54123
625,Arunachal Pradesh,Kurung Kumey,2020,2,834,16738
626,Arunachal Pradesh,Siang,2020,2,1831,40101
627,Arunachal Pradesh,Kra Daadi,2020,2,870,25480
628,Arunachal Pradesh,Changlang,2020,2,14036,293705
629,Arunachal Pradesh,Pakke Kessang,2020,2,438,13500
630,Arunachal Pradesh,East Siang,2020,2,13601,235755
631,Arunachal Pradesh,Upper Subansiri,2020,2,4465,80310
632,Arunachal Pradesh,Tawang,2020,2,8993,170812
633,Arunachal Pradesh,Namsai,2020,2,7426,149491
634,Arunachal Pradesh,Lower Subansiri,2020,3,6456,117359
635,Arunachal Pradesh,Tirap,2020,3,6119,125437
636,Arunachal Pradesh,Papum Pare,2020,3,69419,1157730
637,Arunachal Pradesh,Anjaw,2020,3,2226,42320
638,Arunachal Pradesh,Lower Siang,2020,3,2983,51520
639,Arunachal Pradesh,Dibang Valley,2020,3,411,4634
640,Arunachal Pradesh,West Kameng,2020,3,17636,461190
641,Arunachal Pradesh,Shi Yomi,2020,3,337,2788
642,Arunachal Pradesh,East Kameng,2020,3,3169,63062
643,Arunachal Pradesh,Lohit,2020,3,11755,264444
644,Arunachal Pradesh,Lepa Rada,2020,3,2304,47233
645,Arunachal Pradesh,Lower Dibang Valley,2020,3,6799,117752
646,Arunachal Pradesh,Longding,2020,3,3277,91330
647,Arunachal Pradesh,West Siang,2020,3,8623,158496
648,Arunachal Pradesh,Kamle,2020,3,639,12196
649,Arunachal Pradesh,Upper Siang,2020,3,3011,59246
650,Arunachal Pradesh,Kurung Kumey,2020,3,1025,18583
651,Arunachal Pradesh,Siang,2020,3,2225,42723
652,Arunachal Pradesh,Kra Daadi,2020,3,1026,29126
653,Arunachal Pradesh,Changlang,2020,3,16385,326045
654,Arunachal Pradesh,Pakke Kessang,2020,3,508,11721
655,Arunachal Pradesh,East Siang,2020,3,15921,302165
656,Arunachal Pradesh,Upper Subansiri,2020,3,5295,106598
657,Arunachal Pradesh,Tawang,2020,3,9944,224583
658,Arunachal Pradesh,Namsai,2020,3,8553,165140
659,Arunachal Pradesh,Lower Subansiri,2020,4,7388,124398
660,Arunachal Pradesh,Tirap,2020,4,6805,134124
661,Arunachal Pradesh,Papum Pare,2020,4,77936,1397025
662,Arunachal Pradesh,Anjaw,2020,4,2485,61121
663,Arunachal Pradesh,Lower Siang,2020,4,3320,54476
664,Arunachal Pradesh,Dibang Valley,2020,4,444,7677
665,Arunachal Pradesh,West Kameng,2020,4,19464,455337
666,Arunachal Pradesh,Shi Yomi,2020,4,370,5847
667,Arunachal Pradesh,East Kameng,2020,4,3638,62876
668,Arunachal Pradesh,Lohit,2020,4,13126,285992
669,Arunachal Pradesh,Lepa Rada,2020,4,2735,57036
670,Arunachal Pradesh,Lower Dibang Valley,2020,4,7693,132469
671,Arunachal Pradesh,Longding,2020,4,3753,87881
672,Arunachal Pradesh,West Siang,2020,4,9911,180696
673,Arunachal Pradesh,Kamle,2020,4,745,14866
674,Arunachal Pradesh,Upper Siang,2020,4,3497,80140
675,Arunachal Pradesh,Kurung Kumey,2020,4,1173,21168
676,Arunachal Pradesh,Siang,2020,4,2635,48090
677,Arunachal Pradesh,Kra Daadi,2020,4,1141,27924
678,Arunachal Pradesh,Changlang,2020,4,18203,320708
679,Arunachal Pradesh,Pakke Kessang,2020,4,593,11458
680,Arunachal Pradesh,East Siang,2020,4,17822,349321
681,Arunachal Pradesh,Upper Subansiri,2020,4,6069,125505
682,Arunachal Pradesh,Tawang,2020,4,10909,249095
683,Arunachal Pradesh,Namsai,2020,4,9437,177437
684,Arunachal Pradesh,Lower Subansiri,2021,1,8044,136547
685,Arunachal Pradesh,Tirap,2021,1,7376,136247
686,Arunachal Pradesh,Papum Pare,2021,1,84715,1553363
687,Arunachal Pradesh,Anjaw,2021,1,2660,55283
688,Arunachal Pradesh,Lower Siang,2021,1,3594,61226
689,Arunachal Pradesh,Dibang Valley,2021,1,478,9538
690,Arunachal Pradesh,West Kameng,2021,1,21027,483047
691,Arunachal Pradesh,Shi Yomi,2021,1,390,7228
692,Arunachal Pradesh,East Kameng,2021,1,3990,69455
693,Arunachal Pradesh,Lohit,2021,1,14231,295880
694,Arunachal Pradesh,Lepa Rada,2021,1,3008,68424
695,Arunachal Pradesh,Lower Dibang Valley,2021,1,8402,145425
696,Arunachal Pradesh,Longding,2021,1,4117,92482
697,Arunachal Pradesh,West Siang,2021,1,10836,191242
698,Arunachal Pradesh,Kamle,2021,1,814,16142
699,Arunachal Pradesh,Upper Siang,2021,1,3847,87503
700,Arunachal Pradesh,Kurung Kumey,2021,1,1287,25911
701,Arunachal Pradesh,Siang,2021,1,2878,56271
702,Arunachal Pradesh,Kra Daadi,2021,1,1244,30137
703,Arunachal Pradesh,Changlang,2021,1,19716,344148
704,Arunachal Pradesh,Pakke Kessang,2021,1,647,14995
705,Arunachal Pradesh,East Siang,2021,1,19342,363085
706,Arunachal Pradesh,Upper Subansiri,2021,1,6577,122422
707,Arunachal Pradesh,Tawang,2021,1,11778,230123
708,Arunachal Pradesh,Namsai,2021,1,10242,200584
709,Arunachal Pradesh,Lower Subansiri,2021,2,8685,444426
710,Arunachal Pradesh,Tirap,2021,2,7955,547430
711,Arunachal Pradesh,Papum Pare,2021,2,90871,1786163
712,Arunachal Pradesh,Anjaw,2021,2,2866,174807
713,Arunachal Pradesh,Lower Siang,2021,2,3872,246789
714,Arunachal Pradesh,Dibang Valley,2021,2,516,77457
715,Arunachal Pradesh,West Kameng,2021,2,22625,1490269
716,Arunachal Pradesh,Shi Yomi,2021,2,430,99619
717,Arunachal Pradesh,East Kameng,2021,2,4314,221705
718,Arunachal Pradesh,Lohit,2021,2,15360,1008718
719,Arunachal Pradesh,Lepa Rada,2021,2,3249,228236
720,Arunachal Pradesh,Lower Dibang Valley,2021,2,9094,434361
721,Arunachal Pradesh,Longding,2021,2,4456,495881
722,Arunachal Pradesh,West Siang,2021,2,11657,467127
723,Arunachal Pradesh,Kamle,2021,2,883,164726
724,Arunachal Pradesh,Upper Siang,2021,2,4145,428792
725,Arunachal Pradesh,Kurung Kumey,2021,2,1398,201782
726,Arunachal Pradesh,Siang,2021,2,3116,410979
727,Arunachal Pradesh,Kra Daadi,2021,2,1353,150762
728,Arunachal Pradesh,Changlang,2021,2,21404,1212334
729,Arunachal Pradesh,Pakke Kessang,2021,2,702,156638
730,Arunachal Pradesh,East Siang,2021,2,20817,855042
731,Arunachal Pradesh,Upper Subansiri,2021,2,7057,293916
732,Arunachal Pradesh,Tawang,2021,2,12636,830993
733,Arunachal Pradesh,Namsai,2021,2,11111,596897
734,Arunachal Pradesh,Lower Subansiri,2021,3,9451,558377
735,Arunachal Pradesh,Tirap,2021,3,8665,578706
736,Arunachal Pradesh,Papum Pare,2021,3,97854,2308276
737,Arunachal Pradesh,Anjaw,2021,3,3099,267726
738,Arunachal Pradesh,Lower Siang,2021,3,4229,347190
739,Arunachal Pradesh,Dibang Valley,2021,3,571,113574
740,Arunachal Pradesh,West Kameng,2021,3,24489,2155265
741,Arunachal Pradesh,Shi Yomi,2021,3,473,181457
742,Arunachal Pradesh,East Kameng,2021,3,4671,265900
743,Arunachal Pradesh,Lohit,2021,3,16680,1408514
744,Arunachal Pradesh,Lepa Rada,2021,3,3527,264771
745,Arunachal Pradesh,Lower Dibang Valley,2021,3,9920,581463
746,Arunachal Pradesh,Longding,2021,3,4890,594284
747,Arunachal Pradesh,West Siang,2021,3,12616,544772
748,Arunachal Pradesh,Kamle,2021,3,974,203013
749,Arunachal Pradesh,Upper Siang,2021,3,4506,556857
750,Arunachal Pradesh,Kurung Kumey,2021,3,1509,292922
751,Arunachal Pradesh,Siang,2021,3,3396,433332
752,Arunachal Pradesh,Kra Daadi,2021,3,1475,179974
753,Arunachal Pradesh,Changlang,2021,3,23328,1668215
754,Arunachal Pradesh,Pakke Kessang,2021,3,770,213423
755,Arunachal Pradesh,East Siang,2021,3,22538,1086775
756,Arunachal Pradesh,Upper Subansiri,2021,3,7652,375423
757,Arunachal Pradesh,Tawang,2021,3,13650,1355010
758,Arunachal Pradesh,Namsai,2021,3,12140,674435
759,Arunachal Pradesh,Lower Subansiri,2021,4,10187,348485
760,Arunachal Pradesh,Tirap,2021,4,9331,311867
761,Arunachal Pradesh,Papum Pare,2021,4,104806,3554385
762,Arunachal Pradesh,Anjaw,2021,4,3342,125753
763,Arunachal Pradesh,Lower Siang,2021,4,4550,156209
764,Arunachal Pradesh,Dibang Valley,2021,4,621,18166
765,Arunachal Pradesh,West Kameng,2021,4,26237,1160379
766,Arunachal Pradesh,Shi Yomi,2021,4,498,15201
767,Arunachal Pradesh,East Kameng,2021,4,5027,153109
768,Arunachal Pradesh,Lohit,2021,4,17980,728676
769,Arunachal Pradesh,Lepa Rada,2021,4,3810,168938
770,Arunachal Pradesh,Lower Dibang Valley,2021,4,10679,341060
771,Arunachal Pradesh,Longding,2021,4,5345,215529
772,Arunachal Pradesh,West Siang,2021,4,13555,389171
773,Arunachal Pradesh,Kamle,2021,4,1069,48042
774,Arunachal Pradesh,Upper Siang,2021,4,4850,208167
775,Arunachal Pradesh,Kurung Kumey,2021,4,1633,54213
776,Arunachal Pradesh,Siang,2021,4,3675,121770
777,Arunachal Pradesh,Kra Daadi,2021,4,1593,63448
778,Arunachal Pradesh,Changlang,2021,4,25155,829350
779,Arunachal Pradesh,Pakke Kessang,2021,4,835,35976
780,Arunachal Pradesh,East Siang,2021,4,24208,897713
781,Arunachal Pradesh,Upper Subansiri,2021,4,8201,240330
782,Arunachal Pradesh,Tawang,2021,4,14665,506240
783,Arunachal Pradesh,Namsai,2021,4,13092,538118
784,Arunachal Pradesh,Lower Subansiri,2022,1,10854,1566925
785,Arunachal Pradesh,Tirap,2022,1,9972,1634844
786,Arunachal Pradesh,Papum Pare,2022,1,111271,3209286
787,Arunachal Pradesh,Anjaw,2022,1,3560,640611
788,Arunachal Pradesh,Lower Siang,2022,1,4882,1085994
789,Arunachal Pradesh,Dibang Valley,2022,1,656,267633
790,Arunachal Pradesh,West Kameng,2022,1,27860,4098935
791,Arunachal Pradesh,Shi Yomi,2022,1,540,230973
792,Arunachal Pradesh,East Kameng,2022,1,5355,703590
793,Arunachal Pradesh,Lohit,2022,1,19214,3212352
794,Arunachal Pradesh,Lepa Rada,2022,1,4049,1182371
795,Arunachal Pradesh,Lower Dibang Valley,2022,1,11401,1918566
796,Arunachal Pradesh,Longding,2022,1,5700,1728795
797,Arunachal Pradesh,West Siang,2022,1,14420,1420049
798,Arunachal Pradesh,Kamle,2022,1,1144,758412
799,Arunachal Pradesh,Upper Siang,2022,1,5146,2047229
800,Arunachal Pradesh,Kurung Kumey,2022,1,1744,845626
801,Arunachal Pradesh,Siang,2022,1,3942,1227784
802,Arunachal Pradesh,Kra Daadi,2022,1,1701,720274
803,Arunachal Pradesh,Changlang,2022,1,26904,4323291
804,Arunachal Pradesh,Pakke Kessang,2022,1,887,770322
805,Arunachal Pradesh,East Siang,2022,1,25763,3444101
806,Arunachal Pradesh,Upper Subansiri,2022,1,8731,921019
807,Arunachal Pradesh,Tawang,2022,1,15589,1922991
808,Arunachal Pradesh,Namsai,2022,1,14054,1536586
809,Arunachal Pradesh,Lower Subansiri,2022,2,11479,1637036
810,Arunachal Pradesh,Tirap,2022,2,10538,2173316
811,Arunachal Pradesh,Papum Pare,2022,2,117568,3870115
812,Arunachal Pradesh,Anjaw,2022,2,3769,942878
813,Arunachal Pradesh,Lower Siang,2022,2,5161,1296404
814,Arunachal Pradesh,Dibang Valley,2022,2,701,212502
815,Arunachal Pradesh,West Kameng,2022,2,29424,5493311
816,Arunachal Pradesh,Shi Yomi,2022,2,575,197796
817,Arunachal Pradesh,East Kameng,2022,2,5680,791335
818,Arunachal Pradesh,Lohit,2022,2,20325,3608724
819,Arunachal Pradesh,Lepa Rada,2022,2,4265,1110684
820,Arunachal Pradesh,Lower Dibang Valley,2022,2,12040,2045531
821,Arunachal Pradesh,Longding,2022,2,6034,1821245
822,Arunachal Pradesh,West Siang,2022,2,15231,1555876
823,Arunachal Pradesh,Kamle,2022,2,1210,1066185
824,Arunachal Pradesh,Upper Siang,2022,2,5440,2396815
825,Arunachal Pradesh,Kurung Kumey,2022,2,1854,734369
826,Arunachal Pradesh,Siang,2022,2,4160,1500428
827,Arunachal Pradesh,Kra Daadi,2022,2,1797,724575
828,Arunachal Pradesh,Changlang,2022,2,28495,5476741
829,Arunachal Pradesh,Pakke Kessang,2022,2,945,590302
830,Arunachal Pradesh,East Siang,2022,2,27240,3704889
831,Arunachal Pradesh,Upper Subansiri,2022,2,9235,1261876
832,Arunachal Pradesh,Tawang,2022,2,16475,3393271
833,Arunachal Pradesh,Namsai,2022,2,14887,2283314
834,Arunachal Pradesh,Lower Subansiri,2022,3,12085,2475131
835,Arunachal Pradesh,Tirap,2022,3,11115,2414601
836,Arunachal Pradesh,Papum Pare,2022,3,124095,4843797
837,Arunachal Pradesh,Anjaw,2022,3,3966,844043
838,Arunachal Pradesh,Lower Siang,2022,3,5436,1508192
839,Arunachal Pradesh,Dibang Valley,2022,3,740,285052
840,Arunachal Pradesh,West Kameng,2022,3,30964,7334928
841,Arunachal Pradesh,Shi Yomi,2022,3,598,312490
842,Arunachal Pradesh,East Kameng,2022,3,5997,1054633
843,Arunachal Pradesh,Lohit,2022,3,21385,4282624
844,Arunachal Pradesh,Lepa Rada,2022,3,4510,1208942
845,Arunachal Pradesh,Lower Dibang Valley,2022,3,12668,2160151
846,Arunachal Pradesh,Longding,2022,3,6321,2587741
847,Arunachal Pradesh,West Siang,2022,3,16063,1637984
848,Arunachal Pradesh,Kamle,2022,3,1262,1335449
849,Arunachal Pradesh,Upper Siang,2022,3,5690,2257253
850,Arunachal Pradesh,Kurung Kumey,2022,3,1936,861405
851,Arunachal Pradesh,Siang,2022,3,4369,1681957
852,Arunachal Pradesh,Kra Daadi,2022,3,1893,1436202
853,Arunachal Pradesh,Changlang,2022,3,29965,5703178
854,Arunachal Pradesh,Pakke Kessang,2022,3,980,1039686
855,Arunachal Pradesh,East Siang,2022,3,28698,3767855
856,Arunachal Pradesh,Upper Subansiri,2022,3,9713,1535818
857,Arunachal Pradesh,Tawang,2022,3,17281,4728673
858,Arunachal Pradesh,Namsai,2022,3,15642,2424843
859,Arunachal Pradesh,Lower Subansiri,2022,4,12630,833741
860,Arunachal Pradesh,Tirap,2022,4,11584,645541
861,Arunachal Pradesh,Papum Pare,2022,4,130306,6605350
862,Arunachal Pradesh,Anjaw,2022,4,4105,197829
863,Arunachal Pradesh,Lower Siang,2022,4,5633,318731
864,Arunachal Pradesh,Dibang Valley,2022,4,752,15469
